query	target	prog_score	cirpin_score	tm_score_cp
d1n6za_	d2vv5a2	0.60	0.91	0.43
d2asba2	d2vv5a2	0.56	0.90	0.42
d3bypa1	d2vv5a2	0.54	0.93	0.44
d3h90a2	d2vv5a2	0.50	0.92	0.50
d1gm5a2	d1kxla_	0.52	0.91	0.41
d2a29a_	d6huha1	0.55	0.90	0.24
d3ncia1	d6huha1	0.56	0.92	0.20
d2rc5a1	d2p5zx2	0.48	0.96	0.32
d5tr9a1	d2p5zx2	0.48	0.91	0.31
d4dqla1	d2p5zx2	0.45	0.94	0.26
d4pj3a1	d2p5zx2	0.54	0.92	0.35
d1ep3b1	d2p5zx2	0.49	0.90	0.34
d4gqnb2	d2p5zx2	0.53	0.91	0.32
d5ylya1	d2p5zx2	0.50	0.93	0.33
d1tvca1	d2p5zx2	0.52	0.92	0.32
d3ozua2	d2p5zx2	0.47	0.92	0.29
d1i8da2	d2p5zx2	0.55	0.90	0.32
d5gxub1	d2p5zx2	0.45	0.91	0.27
d3lo8a1	d2p5zx2	0.47	0.95	0.32
d1hbka_	d7lvsb_	0.59	0.92	0.34
d3er9b_	d2rfba_	0.58	0.92	0.22
d1k4ta2	d2rfba_	0.55	0.93	0.26
d1em8b_	d1wdds_	0.53	0.92	0.27
d7rjja_	d1wdds_	0.58	0.92	0.28
d1jx4a1	d1wdds_	0.54	0.91	0.44
d1t94a1	d1wdds_	0.50	0.92	0.42
d1r4xa1	d1wfja1	0.46	0.90	0.39
d3pjla_	d1wfja1	0.48	0.95	0.46
d3lzla_	d1wfja1	0.51	0.95	0.35
d2ex0a1	d1wcwa1	0.55	0.90	0.28
d1c3ga2	d4cu7a4	0.49	0.90	0.32
d3agxa2	d4cu7a4	0.50	0.92	0.30
d2q2ga2	d4cu7a4	0.51	0.91	0.33
d2q2ga1	d4cu7a4	0.48	0.92	0.35
d1vq8s1	d1sj1a_	0.52	0.91	0.34
d4af1a1	d2yzca1	0.47	0.90	0.27
d1wv8a1	d1hz6a1	0.50	0.91	0.44
d6q2za_	d1hz6a1	0.57	0.90	0.40
d1gcca_	d1hz6a1	0.44	0.90	0.48
d2iafa1	d1u6za3	0.38	0.90	0.35
d1uz5a3	d2wz1a_	0.58	0.91	0.26
d1gz0a2	d2b5ea3	0.59	0.93	0.39
d2hkea2	d1vj7a2	0.45	0.95	0.38
d4peoa_	d1vj7a2	0.53	0.90	0.28
d6xr5a2	d1vj7a2	0.45	0.93	0.37
d1pqsa_	d7c2gg2	0.57	0.91	0.34
d4hdea1	d7c2gg2	0.55	0.91	0.30
d1e0ta3	d7c2gg2	0.54	0.92	0.35
d2g50a3	d7c2gg2	0.55	0.92	0.28
d3hqna3	d7c2gg2	0.56	0.92	0.30
d4m1ua_	d4guza1	0.55	0.91	0.28
d1q8ia2	d1p4oa_	0.58	0.91	0.23
d4dqqa2	d1p4oa_	0.59	0.90	0.20
d3biga_	d4atya_	0.54	0.90	0.30
d5w83b_	d6m5ma_	0.50	0.94	0.31
d6rwda2	d1n1fa_	0.47	0.90	0.31
d3wd6a2	d1n1fa_	0.43	0.93	0.30
d5h5la2	d1n1fa_	0.45	0.91	0.35
d1b0ba_	d1n1fa_	0.59	0.90	0.31
d4iw9a2	d1n1fa_	0.45	0.92	0.31
d3ir4a2	d1n1fa_	0.47	0.93	0.33
d2wtga_	d1n1fa_	0.57	0.91	0.31
d1zgma2	d1n1fa_	0.47	0.91	0.32
d2pbja1	d1n1fa_	0.51	0.90	0.30
d1k0ma1	d1n1fa_	0.45	0.91	0.33
d1cg5b_	d1n1fa_	0.56	0.91	0.35
d5f07a2	d1n1fa_	0.44	0.91	0.34
d1it2a_	d1n1fa_	0.58	0.92	0.33
d4xxia_	d1n1fa_	0.57	0.91	0.34
d4hz2a2	d1n1fa_	0.45	0.91	0.30
d5d9wa2	d1n1fa_	0.45	0.93	0.31
d1nhya1	d1n1fa_	0.45	0.94	0.33
d1asha_	d1n1fa_	0.58	0.91	0.32
d4lb0a_	d5hgwa1	0.59	0.92	0.23
d1ryqa1	d3zyqa2	0.55	0.94	0.25
d1he1a1	d3br0a2	0.58	0.93	0.32
d1g4wr1	d3br0a2	0.56	0.91	0.39
d1gm5a1	d3br0a2	0.55	0.91	0.39
d1hy5a_	d3br0a2	0.59	0.90	0.32
d2j4ja_	d2d2ea_	0.32	0.90	0.32
d3zzha_	d2d2ea_	0.32	0.91	0.30
d1e19a_	d2d2ea_	0.34	0.92	0.34
d2va1a_	d2d2ea_	0.32	0.92	0.40
d4jspa1	d2jjna_	0.59	0.90	0.27
d3er9b_	d2jjna_	0.56	0.92	0.23
d1b0ba_	d1he1a1	0.49	0.90	0.41
d2d6ya2	d1he1a1	0.59	0.91	0.31
d1rkta2	d1he1a1	0.58	0.92	0.35
d3c07a2	d1he1a1	0.59	0.90	0.35
d2id6a2	d1he1a1	0.60	0.93	0.33
d1sgma2	d1he1a1	0.59	0.92	0.31
d1pd0a1	d1he1a1	0.53	0.90	0.38
d2g3ba2	d1he1a1	0.58	0.92	0.38
d4xxia_	d1he1a1	0.48	0.91	0.31
d4po5b_	d1he1a1	0.44	0.90	0.38
d1ui5a2	d1he1a1	0.57	0.92	0.38
d2gena2	d1he1a1	0.56	0.92	0.36
d6id0c1	d1ozha3	0.58	0.90	0.29
d2gnoa2	d1ozha3	0.56	0.92	0.39
d2j4ja_	d1ozha3	0.51	0.90	0.46
d4qqwa2	d1ozha3	0.56	0.92	0.39
d3zzha_	d1ozha3	0.51	0.91	0.40
d3b82a1	d1ozha3	0.58	0.91	0.30
d2gk6a3	d1ozha3	0.57	0.92	0.47
d1w4ra1	d1ozha3	0.59	0.94	0.44
d2i4ia3	d1ozha3	0.56	0.90	0.41
d1w36d1	d1ozha3	0.58	0.91	0.32
d3tbka1	d1ozha3	0.57	0.90	0.39
d1k2yx3	d2gupa1	0.58	0.91	0.44
d1tfia_	d2ms3a_	0.54	0.91	0.29
d1axha_	d2ms3a_	0.59	0.93	0.21
d1vtxa_	d2ms3a_	0.58	0.91	0.21
d2kraa2	d2ms3a_	0.59	0.92	0.21
d1g9pa_	d2ms3a_	0.58	0.91	0.17
d1g1pa_	d2ms3a_	0.59	0.91	0.22
d2j01n1	d1o4ua2	0.55	0.90	0.31
d1j3aa_	d1o4ua2	0.55	0.91	0.24
d2qw6a1	d1m12a1	0.53	0.93	0.40
d1vfia1	d1m12a1	0.60	0.91	0.31
d1st6a6	d4cyba_	0.57	0.91	0.33
d1f20a2	d3eula_	0.60	0.91	0.49
d2ctfa1	d1wh9a1	0.60	0.93	0.37
d3dnja_	d1wh9a1	0.34	0.93	0.45
d4lija_	d1wh9a1	0.58	0.93	0.45
d1viga_	d1wh9a1	0.58	0.93	0.43
d6y2ca_	d1wh9a1	0.55	0.92	0.44
d1tuaa1	d1wh9a1	0.58	0.92	0.42
d1dtja_	d1wh9a1	0.57	0.90	0.42
d1zzka2	d1wh9a1	0.56	0.92	0.41
d2cpqa1	d1wh9a1	0.60	0.90	0.42
d2anra1	d1wh9a1	0.57	0.90	0.47
d2ja9a2	d1wh9a1	0.58	0.95	0.42
d3cmna1	d1d2ta_	0.53	0.92	0.31
d2ot3a_	d1d2ta_	0.49	0.90	0.30
d2p84a1	d1f39a_	0.54	0.91	0.35
d2ox7a1	d1f39a_	0.51	0.94	0.26
d3dz1a1	d1rhca_	0.46	0.91	0.48
d4k8ga2	d1rhca_	0.56	0.92	0.48
d4g8ta2	d1rhca_	0.60	0.90	0.49
d3iq1a_	d6ygia_	0.60	0.91	0.38
d4w4kb_	d6ygia_	0.44	0.90	0.41
d2pyba_	d6ygia_	0.59	0.90	0.40
d1gm5a1	d3fkmx1	0.51	0.90	0.39
d1ybea1	d4ijra_	0.56	0.90	0.42
d1i4na_	d4ijra_	0.59	0.92	0.44
d2j4ja_	d2p5sa_	0.31	0.90	0.44
d2ogxa_	d2p5sa_	0.31	0.90	0.41
d2vk8a3	d2p5sa_	0.56	0.90	0.41
d3zzha_	d2p5sa_	0.33	0.91	0.32
d1e19a_	d2p5sa_	0.35	0.91	0.28
d2va1a_	d2p5sa_	0.33	0.91	0.33
d2dbx.1	d2ckwa_	0.56	0.94	0.22
d1o97c_	d4rd4a1	0.59	0.93	0.38
d1efva1	d4rd4a1	0.59	0.92	0.45
d3zzha_	d4rd4a1	0.32	0.91	0.30
d1e19a_	d4rd4a1	0.35	0.91	0.29
d2va1a_	d4rd4a1	0.33	0.92	0.36
d1v95a1	d5tkwa2	0.44	0.91	0.43
d1kmma1	d5tkwa2	0.44	0.92	0.48
d1qe0a1	d5tkwa2	0.46	0.91	0.30
d1g5ia1	d5tkwa2	0.43	0.91	0.27
d2gmqa1	d2d9ra1	0.58	0.94	0.42
d2htia1	d2d9ra1	0.44	0.90	0.43
d3a6ra_	d2d9ra1	0.43	0.91	0.44
d2d37a1	d2d9ra1	0.45	0.91	0.33
d2qcka_	d2d9ra1	0.45	0.90	0.34
d3cb0a_	d2d9ra1	0.44	0.90	0.32
d1rz1a_	d2d9ra1	0.44	0.91	0.34
d3r9va_	d2oeza1	0.47	0.90	0.30
d3nfta_	d2oeza1	0.49	0.91	0.33
d5b5ea_	d2oeza1	0.47	0.91	0.21
d1w36c3	d2fpqa1	0.45	0.91	0.24
d2ia7a1	d6a6fa1	0.39	0.97	0.32
d2hc5a1	d6a6fa1	0.58	0.94	0.32
d6j09a2	d6a6fa1	0.49	0.91	0.34
d2gjva1	d2iida2	0.35	0.91	0.48
d4egua1	d2iida2	0.54	0.90	0.43
d4zgla_	d2iida2	0.50	0.95	0.44
d6j64b_	d2iida2	0.51	0.93	0.42
d2m2ua_	d2iida2	0.48	0.90	0.29
d1rl6a1	d1o22a_	0.60	0.90	0.23
d1v95a1	d1iv0a_	0.44	0.92	0.47
d1h4vb1	d1iv0a_	0.43	0.93	0.39
d4hwsa2	d1iv0a_	0.41	0.92	0.47
d1k2yx3	d1iv0a_	0.54	0.93	0.35
d1hc7a1	d1iv0a_	0.46	0.91	0.44
d1g5ia1	d1iv0a_	0.42	0.93	0.35
d1k2yx2	d1iv0a_	0.53	0.93	0.41
d7cohc_	d2qupa_	0.57	0.92	0.35
d2c3na2	d2joka_	0.58	0.92	0.31
d3wd6a2	d2joka_	0.53	0.91	0.32
d2gsqa1	d2joka_	0.55	0.90	0.30
d5g5ea2	d2joka_	0.52	0.90	0.31
d4zbda2	d2joka_	0.56	0.92	0.30
d4hi7a2	d2joka_	0.55	0.90	0.28
d5f07a2	d2joka_	0.55	0.91	0.27
d4hz2a2	d2joka_	0.59	0.90	0.27
d1i8na_	d4iyea1	0.59	0.90	0.33
d3m31a1	d3rrca1	0.60	0.91	0.23
d1neia_	d1egwa_	0.45	0.92	0.35
d5wm2a1	d1ti6a2	0.59	0.90	0.23
d2g1da1	d3qq8a2	0.50	0.93	0.25
d2agyd_	d3qq8a2	0.58	0.91	0.25
d5d9aa3	d4jspa1	0.50	0.90	0.29
d4yzra_	d4jspa1	0.59	0.93	0.28
d2ci0a_	d4jspa1	0.56	0.92	0.24
d3k9va_	d4jspa1	0.57	0.91	0.26
d4rm4a_	d4jspa1	0.56	0.90	0.27
d6xala_	d4jspa1	0.59	0.91	0.28
d2xkra_	d4jspa1	0.58	0.91	0.29
d6ldla_	d4jspa1	0.59	0.91	0.25
d1ueda_	d4jspa1	0.58	0.92	0.28
d2uuqa_	d4jspa1	0.57	0.91	0.29
d1io7a_	d4jspa1	0.57	0.91	0.28
d1n40a_	d4jspa1	0.58	0.91	0.29
d2ij2a_	d4jspa1	0.58	0.92	0.26
d7cb9a_	d4jspa1	0.55	0.90	0.22
d3n9ya_	d4jspa1	0.57	0.90	0.22
d6dcda_	d4jspa1	0.58	0.90	0.23
d4pxha_	d4jspa1	0.58	0.92	0.28
d3a4ga_	d4jspa1	0.56	0.93	0.28
d6suka_	d4jspa1	0.58	0.91	0.19
d6f0ca_	d4jspa1	0.57	0.90	0.28
d6l69a_	d4jspa1	0.57	0.92	0.29
d4dnja_	d4jspa1	0.60	0.94	0.29
d2z3ta_	d4jspa1	0.58	0.93	0.27
d5li7a_	d4jspa1	0.60	0.94	0.28
d1wera_	d6v9mb1	0.51	0.90	0.21
d6v6fb_	d6v9mb1	0.53	0.90	0.19
d2oj5b1	d1iyjb2	0.48	0.91	0.12
d4g7hf1	d5ii8a_	0.52	0.92	0.31
d3dina2	d3jbra2	0.51	0.90	0.21
d2j01n1	d3h5qa3	0.46	0.93	0.24
d1j3aa_	d3h5qa3	0.47	0.93	0.27
d2gf5a2	d1qb2a_	0.54	0.94	0.28
d6j52a_	d1qb2a_	0.52	0.91	0.25
d4aa7a1	d2jo1a_	0.60	0.94	0.26
d2k5wa1	d1byfa_	0.29	0.91	0.33
d5w83b_	d1byfa_	0.49	0.93	0.31
d1t0kb_	d1m0wa1	0.45	0.92	0.36
d2vgna3	d1m0wa1	0.43	0.96	0.39
d4af1a3	d1m0wa1	0.46	0.93	0.33
d3e9ua1	d4xjca_	0.44	0.92	0.37
d3e9ta1	d4xjca_	0.44	0.90	0.34
d4ay0a1	d4xjca_	0.40	0.91	0.34
d2a9da1	d4xjca_	0.44	0.92	0.34
d3gina_	d4xjca_	0.42	0.92	0.35
d3c8da1	d4xjca_	0.42	0.91	0.35
d2gmqa1	d2rc5a1	0.53	0.96	0.38
d3d37a2	d2rc5a1	0.47	0.97	0.37
d3cdda2	d2rc5a1	0.51	0.95	0.36
d1wrua1	d2rc5a1	0.47	0.94	0.36
d3d37a1	d2rc5a1	0.47	0.95	0.32
d3cdda1	d2rc5a1	0.49	0.94	0.37
d1k28d2	d2rc5a1	0.46	0.95	0.35
d1rz1a_	d2rc5a1	0.44	0.90	0.36
d1vloa1	d2rc5a1	0.57	0.93	0.32
d2vofa1	d1ug3a2	0.48	0.90	0.38
d1tm9a_	d1ug3a2	0.46	0.91	0.32
d1k3ka_	d1ug3a2	0.45	0.92	0.36
d2gnoa2	d2fn3a2	0.60	0.94	0.43
d4qqwa2	d2fn3a2	0.58	0.92	0.33
d3zzha_	d2fn3a2	0.55	0.91	0.39
d2gk6a3	d2fn3a2	0.59	0.90	0.41
d1um8a_	d2fn3a2	0.58	0.91	0.31
d2i4ia3	d2fn3a2	0.58	0.90	0.40
d3tbka1	d2fn3a2	0.59	0.90	0.46
d1a5ta2	d2fn3a2	0.59	0.91	0.41
d3hmsa_	d1ug4a_	0.60	0.91	0.32
d1i8na_	d1ug4a_	0.58	0.91	0.32
d2ahua2	d1xg9a3	0.51	0.90	0.30
d1wl6a1	d1xg9a3	0.57	0.92	0.39
d1xr4a1	d1xg9a3	0.55	0.91	0.33
d1wiwa_	d3kcna1	0.59	0.91	0.27
d1vcta1	d2q7ra1	0.48	0.91	0.41
d1xwma_	d2q7ra1	0.52	0.91	0.33
d1noga_	d2q7ra1	0.58	0.91	0.45
d1cnt1_	d2q7ra1	0.42	0.92	0.38
d1eq1a_	d2q7ra1	0.43	0.92	0.41
d3vyca_	d7kjga_	0.59	0.92	0.15
d2yoga_	d2bzla_	0.59	0.91	0.40
d4wiqa2	d1vfra_	0.55	0.92	0.32
d2p3ra3	d1vjva_	0.49	0.92	0.26
d3cj1a2	d1vjva_	0.45	0.92	0.23
d2j01x1	d5t9pa_	0.60	0.92	0.47
d1auua_	d4hsva_	0.40	0.96	0.30
d1j6ua2	d5laua1	0.54	0.93	0.38
d4cvka3	d5laua1	0.53	0.91	0.37
d4h8ea_	d5laua1	0.42	0.91	0.48
d1p3da2	d5laua1	0.54	0.93	0.47
d2wjpa3	d5laua1	0.52	0.91	0.41
d7cpme_	d5laua1	0.43	0.91	0.46
d1o5za1	d5laua1	0.54	0.91	0.48
d7kesa_	d5laua1	0.52	0.91	0.34
d1cfea_	d3urra1	0.57	0.95	0.28
d2d2ya_	d3v93a_	0.58	0.90	0.22
d1ciia1	d3v93a_	0.59	0.92	0.24
d1pqsa_	d1t3ya_	0.55	0.91	0.24
d1e0ta3	d1t3ya_	0.57	0.94	0.33
d2g50a3	d1t3ya_	0.57	0.93	0.32
d3hqna3	d1t3ya_	0.58	0.92	0.32
d3wd6a2	d3kasa3	0.48	0.91	0.46
d2gsqa1	d3kasa3	0.51	0.90	0.32
d4iela2	d3kasa3	0.48	0.91	0.45
d3ir4a2	d3kasa3	0.58	0.92	0.41
d5g5ea2	d3kasa3	0.48	0.90	0.34
d4hi7a2	d3kasa3	0.53	0.91	0.35
d1k0ma1	d3kasa3	0.53	0.91	0.30
d4hz2a2	d3kasa3	0.53	0.90	0.44
d3niva2	d3kasa3	0.51	0.92	0.30
d1nhya1	d3kasa3	0.56	0.91	0.45
d1cuka2	d2bnma1	0.57	0.93	0.39
d1kfta_	d2bnma1	0.60	0.95	0.40
d6yj4w_	d2i10a2	0.59	0.92	0.31
d1gm5a1	d2i10a2	0.54	0.94	0.36
d1or7a2	d2i10a2	0.52	0.92	0.35
d1uv7a_	d1x4ga1	0.42	0.92	0.43
d2koha1	d1dfup_	0.58	0.90	0.30
d2xaua5	d2i0na1	0.58	0.91	0.26
d1qfja2	d6pypa1	0.50	0.90	0.41
d1qkia2	d3t0ha_	0.50	0.92	0.25
d2q4ea2	d3t0ha_	0.50	0.91	0.25
d2cu5a_	d5l0na_	0.59	0.90	0.35
d6iika_	d1z0wa_	0.40	0.92	0.22
d3pzwa1	d5ikua1	0.55	0.94	0.40
d1z1ba1	d1zhqa1	0.51	0.90	0.41
d1edqa3	d1z1aa1	0.60	0.93	0.23
d1w9pa2	d1z1aa1	0.59	0.91	0.24
d1kfwa2	d1z1aa1	0.58	0.93	0.24
d1itxa2	d1z1aa1	0.59	0.92	0.26
d5hqta2	d1t0kb_	0.49	0.91	0.31
d3bvpa1	d1t0kb_	0.39	0.90	0.32
d1vkra_	d1t0kb_	0.54	0.91	0.44
d1jfla2	d1t0kb_	0.48	0.91	0.35
d6wlzn_	d1t0kb_	0.57	0.91	0.43
d3pkza_	d1t0kb_	0.39	0.91	0.36
d2zska2	d1t0kb_	0.50	0.90	0.34
d3guva_	d1t0kb_	0.39	0.93	0.35
d2o3aa1	d2g40a1	0.48	0.91	0.44
d6koga2	d1t6ca1	0.58	0.91	0.42
d7cohc_	d1oeda_	0.47	0.91	0.38
d2gmqa1	d1jnya1	0.52	0.92	0.46
d1wuza_	d1jnya1	0.50	0.91	0.36
d3a6ra_	d1jnya1	0.43	0.90	0.44
d1r5ba2	d1jnya1	0.58	0.96	0.46
d1isia_	d3h05a_	0.58	0.93	0.31
d3ijwa1	d1njra_	0.52	0.90	0.29
d1j6ua2	d1njra_	0.58	0.90	0.30
d7kesa_	d1njra_	0.52	0.91	0.32
d2olua1	d1peqa1	0.56	0.92	0.25
d3qu3a_	d1xkpc1	0.56	0.94	0.32
d2r42a2	d1xkpc1	0.40	0.92	0.34
d2pg9a2	d1xkpc1	0.41	0.91	0.40
d2cz9a2	d1xkpc1	0.39	0.91	0.31
d1jmta_	d1xkpc1	0.47	0.91	0.43
d6xr5a2	d1xkpc1	0.40	0.90	0.31
d1y3ta1	d2jiga_	0.59	0.91	0.32
d1vq8s1	d1h98a_	0.59	0.91	0.39
d1kqfb1	d7odca1	0.51	0.93	0.22
d2zjrs1	d7odca1	0.59	0.91	0.24
d1k28d2	d7odca1	0.57	0.92	0.27
d1k2yx3	d2f9wa2	0.58	0.91	0.35
d1qe0a1	d2f9wa2	0.45	0.90	0.46
d1g5ia1	d2f9wa2	0.43	0.90	0.31
d1dkia_	d4rnaa2	0.59	0.94	0.39
d6hr4a2	d1t3qb2	0.49	0.92	0.23
d4ovda2	d1t3qb2	0.47	0.92	0.22
d2v2ff_	d1t3qb2	0.46	0.91	0.20
d3qfta2	d1p6qa_	0.58	0.91	0.50
d1yqha1	d1jdqa1	0.32	0.90	0.36
d2iboa1	d1jdqa1	0.38	0.90	0.42
d1ti6a1	d2d2aa_	0.60	0.90	0.24
d3bzca5	d1vp8a1	0.52	0.94	0.48
d1ekea_	d1vp8a1	0.55	0.93	0.31
d1jl1a_	d1vp8a1	0.59	0.92	0.36
d3ncia1	d1vp8a1	0.57	0.95	0.26
d2qk9a1	d1vp8a1	0.59	0.95	0.37
d1yt3a3	d1vp8a1	0.53	0.93	0.35
d4kb1a_	d1vp8a1	0.58	0.95	0.39
d3kkra1	d1vp8a1	0.58	0.94	0.29
d1uoca_	d1vp8a1	0.60	0.91	0.29
d5cz1a1	d1vp8a1	0.58	0.93	0.28
d3mwpa1	d1vp8a1	0.58	0.94	0.36
d2lsna1	d1vp8a1	0.56	0.93	0.40
d4ahca1	d1vp8a1	0.57	0.92	0.28
d3mxma_	d1vp8a1	0.54	0.93	0.39
d6qbta_	d1vp8a1	0.58	0.94	0.35
d1x9ma1	d1vp8a1	0.53	0.95	0.40
d3py8a1	d1vp8a1	0.57	0.94	0.32
d1w0ha_	d1vp8a1	0.57	0.92	0.44
d5ysza1	d2bcqa2	0.57	0.93	0.34
d1oqja_	d1h3fa2	0.51	0.95	0.35
d4wiqa2	d4qlxa_	0.54	0.93	0.31
d4hdea1	d2mv2a_	0.52	0.90	0.33
d1e0ta3	d2mv2a_	0.53	0.93	0.32
d2g50a3	d2mv2a_	0.53	0.93	0.33
d1svdm1	d2mv2a_	0.47	0.91	0.39
d3hqna3	d2mv2a_	0.55	0.92	0.33
d4ixna2	d1vq8n1	0.41	0.90	0.26
d2iafa1	d1vq8n1	0.36	0.90	0.33
d3tqma_	d1vq8n1	0.51	0.90	0.31
d1ygya4	d1vq8n1	0.26	0.93	0.33
d6qbza_	d1vq8n1	0.54	0.91	0.30
d6b9xb1	d1u58a2	0.57	0.91	0.45
d1j3wa_	d1u58a2	0.58	0.91	0.45
d1oj5a_	d1u58a2	0.51	0.90	0.44
d3l7ha_	d1u58a2	0.57	0.91	0.47
d1q2la1	d3cmco2	0.58	0.92	0.39
d1pp9b2	d3cmco2	0.57	0.90	0.26
d1pp9a2	d3cmco2	0.57	0.92	0.27
d1va6a_	d3cmco2	0.57	0.90	0.18
d1ufya_	d3cmco2	0.57	0.90	0.45
d3f0da_	d6ih0a2	0.48	0.90	0.28
d4c82a_	d6ih0a2	0.49	0.90	0.29
d2cr9a1	d5o46a_	0.58	0.91	0.29
d2saka_	d5o46a_	0.46	0.91	0.31
d1twfc1	d1fjgj_	0.52	0.94	0.35
d4c2mc1	d1fjgj_	0.50	0.91	0.31
d2qn6b_	d1fjgj_	0.52	0.92	0.45
d2j0wa2	d1fjgj_	0.58	0.91	0.49
d1lxja_	d1fjgj_	0.50	0.91	0.48
d1dt9a3	d2v9ya1	0.54	0.91	0.27
d1qtn.1	d2v9ya1	0.55	0.92	0.35
d4af1a1	d2v9ya1	0.54	0.92	0.28
d1hn0a1	d2awia2	0.59	0.90	0.38
d3eyna_	d1aa6a2	0.58	0.91	0.25
d1gr0a1	d1aa6a2	0.45	0.92	0.21
d4fkza1	d1aa6a2	0.50	0.91	0.27
d4nesa_	d1aa6a2	0.51	0.92	0.26
d4r9va1	d1aa6a2	0.56	0.90	0.25
d3ivra1	d1aa6a2	0.55	0.91	0.24
d5wm2a1	d1aa6a2	0.59	0.90	0.26
d1ff9a1	d1aa6a2	0.45	0.91	0.20
d3o83a_	d1aa6a2	0.58	0.91	0.27
d3r44a1	d1aa6a2	0.54	0.91	0.26
d1fgha2	d1aa6a2	0.49	0.92	0.26
d2zwia_	d1aa6a2	0.53	0.90	0.23
d1v25a_	d1aa6a2	0.54	0.92	0.24
d1bbga_	d6lcqa1	0.57	0.93	0.37
d3bsua1	d6lcqa1	0.38	0.92	0.38
d4q14a_	d1npsa_	0.45	0.92	0.36
d4ay0a1	d3tq5a_	0.41	0.92	0.47
d4e9sa1	d3tq5a_	0.60	0.90	0.34
d3nira_	d1vq0a2	0.58	0.93	0.37
d2bkra_	d6thoa1	0.60	0.91	0.45
d5axwa1	d6thoa1	0.44	0.91	0.26
d4oo8a1	d6thoa1	0.43	0.91	0.32
d4m1ua_	d6thoa1	0.56	0.91	0.27
d4ekfa_	d6thoa1	0.58	0.92	0.44
d2b3ta_	d3gu3a_	0.57	0.93	0.49
d3b8oa1	d1k8kf_	0.35	0.92	0.38
d4peoa_	d1k8kf_	0.55	0.98	0.28
d3b8ma1	d1k8kf_	0.37	0.92	0.32
d1jmta_	d1k8kf_	0.45	0.90	0.35
d1h4vb1	d3bexa1	0.43	0.92	0.48
d2f5tx2	d3bexa1	0.44	0.90	0.34
d4hwsa2	d3bexa1	0.41	0.90	0.48
d1kmma1	d3bexa1	0.42	0.93	0.49
d1k2yx3	d3bexa1	0.58	0.92	0.42
d1hc7a1	d3bexa1	0.46	0.91	0.30
d1qe0a1	d3bexa1	0.43	0.92	0.46
d1g5ia1	d3bexa1	0.42	0.91	0.32
d3ff1a1	d1ny5a1	0.56	0.92	0.21
d1p0ya2	d3a8gb_	0.55	0.90	0.23
d5n17a1	d1p4ea1	0.55	0.90	0.34
d1o97c_	d3lfua2	0.58	0.90	0.27
d3ps0a1	d1ff9a2	0.58	0.92	0.24
d1q2la1	d1ff9a2	0.60	0.90	0.34
d4rega_	d1ff9a2	0.57	0.91	0.29
d1va6a_	d1ff9a2	0.55	0.90	0.22
d2i9xa1	d2oqea2	0.51	0.90	0.35
d1oj5a_	d2oqea2	0.57	0.90	0.38
d1ftra2	d1l0wa2	0.45	0.91	0.49
d1qd1a1	d1l0wa2	0.46	0.91	0.38
d2f5tx2	d1v0wa1	0.58	0.95	0.45
d1gz0a2	d4g2ea1	0.58	0.95	0.28
d1dqca_	d3k65a_	0.46	0.94	0.29
d1gz0a2	d3hdca1	0.57	0.93	0.31
d1d5ta2	d2nw2a2	0.56	0.91	0.47
d4aa7a1	d3cx5i_	0.57	0.91	0.31
d5deqa2	d1r0va3	0.55	0.93	0.30
d2fmla1	d1r0va3	0.58	0.93	0.30
d1twfc1	d1d5ka_	0.46	0.90	0.37
d4c2mc1	d1d5ka_	0.48	0.90	0.33
d1sska1	d5j4ia_	0.53	0.91	0.16
d4yhva_	d5mpoc_	0.59	0.90	0.46
d3ihya1	d5d9aa3	0.48	0.90	0.26
d4w9wa_	d5d9aa3	0.52	0.91	0.22
d6s14a_	d5d9aa3	0.51	0.91	0.24
d3pg1a_	d5d9aa3	0.50	0.92	0.26
d3fega_	d5d9aa3	0.54	0.91	0.23
d4h05a1	d5d9aa3	0.54	0.92	0.20
d4nfna_	d5d9aa3	0.50	0.90	0.22
d1howa_	d5d9aa3	0.51	0.90	0.24
d4o2za1	d5d9aa3	0.53	0.91	0.25
d3dnua_	d5d9aa3	0.45	0.91	0.23
d1l7da2	d2ahua1	0.50	0.90	0.37
d2j4ja_	d1z63a1	0.38	0.94	0.39
d2ogxa_	d1z63a1	0.36	0.92	0.37
d1o97c_	d1z63a1	0.56	0.90	0.38
d3zzha_	d1z63a1	0.36	0.95	0.38
d1e19a_	d1z63a1	0.38	0.94	0.37
d2va1a_	d1z63a1	0.37	0.95	0.40
d3j9ta4	d2hmza_	0.58	0.94	0.35
d1pd0a1	d2hmza_	0.56	0.91	0.45
d3pzwa1	d1dkva5	0.36	0.94	0.45
d2p0ma2	d1dkva5	0.36	0.91	0.45
d3ihya1	d4yzra_	0.57	0.92	0.25
d3er9b_	d4yzra_	0.56	0.93	0.22
d2ogxa_	d4d0ga_	0.34	0.90	0.40
d2vk8a3	d4d0ga_	0.57	0.90	0.40
d3zzha_	d4d0ga_	0.35	0.91	0.33
d1e19a_	d4d0ga_	0.37	0.91	0.28
d2va1a_	d4d0ga_	0.35	0.91	0.34
d2vg0a_	d4d0ga_	0.48	0.91	0.40
d2va1a_	d1kgda_	0.39	0.90	0.37
d2ahua2	d4gwka1	0.59	0.93	0.37
d1dvka_	d4qrea2	0.53	0.93	0.31
d1jvba1	d1zyma2	0.44	0.91	0.22
