query	target	prog_score	cirpin_score	tm_score_cp
d4wwxb2	d1t1ua2	0.48	0.91	0.24
d4wwxb2	d2id0a4	0.57	0.93	0.25
d4wwxb2	d2i9da_	0.47	0.90	0.22
d4wwxb2	d3cj1a2	0.55	0.93	0.24
d4wwxb2	d1t1ua1	0.47	0.92	0.28
d4wwxb2	d1u09a1	0.49	0.90	0.20
d1pn5a1	d1j1va_	0.56	0.91	0.35
d1pn5a1	d1fc3a_	0.58	0.92	0.36
d1pn5a1	d2p6va1	0.60	0.94	0.36
d1pz4a1	d2fzpa1	0.44	0.92	0.31
d7b7uh_	d1gm5a2	0.55	0.92	0.30
d2v94a1	d2d69a2	0.38	0.93	0.39
d2v94a1	d1wdda2	0.37	0.92	0.38
d2v94a1	d1ykwa2	0.38	0.92	0.41
d2v94a1	d2y8ya2	0.46	0.93	0.44
d2v94a1	d3zzza_	0.54	0.93	0.41
d2v94a1	d5uzma_	0.57	0.91	0.45
d2v94a1	d3i4hx2	0.51	0.91	0.37
d2v94a1	d2dnna1	0.59	0.90	0.45
d2v94a1	d3kdna1	0.38	0.93	0.40
d2v94a1	d2oema1	0.38	0.92	0.44
d2v94a1	d2krra1	0.60	0.92	0.43
d2v94a1	d5maca1	0.38	0.92	0.35
d2v94a1	d5ruba2	0.39	0.92	0.41
d2v94a1	d5uzga_	0.58	0.91	0.39
d4tr1a1	d2trcp_	0.55	0.91	0.30
d3proc1	d1we8a1	0.56	0.94	0.35
d3proc1	d2nn6h3	0.57	0.92	0.24
d3proc1	d2ctja1	0.58	0.92	0.38
d3proc1	d2mjha_	0.58	0.92	0.24
d3proc1	d2ctma1	0.57	0.91	0.39
d3proc1	d2ctla1	0.58	0.92	0.39
d3proc1	d2ctfa1	0.60	0.93	0.37
d3proc1	d3vkea1	0.60	0.90	0.38
d3proc1	d2ctka1	0.60	0.90	0.31
d3proc1	d4lija_	0.56	0.92	0.39
d3proc1	d1viga_	0.59	0.92	0.41
d3proc1	d2anra2	0.55	0.90	0.37
d3proc1	d1tuaa1	0.58	0.91	0.38
d3proc1	d1dtja_	0.57	0.91	0.45
d3proc1	d1zzka2	0.54	0.91	0.41
d3proc1	d2ja9a2	0.58	0.91	0.40
d1tqyb2	d1cz9a_	0.54	0.91	0.41
d1tqyb2	d3p1ga_	0.54	0.92	0.44
d1tqyb2	d3s3na2	0.54	0.90	0.29
d1tqyb2	d1ex2a_	0.37	0.91	0.44
d1tqyb2	d4krea3	0.55	0.91	0.35
d1tqyb2	d1vp2a_	0.40	0.91	0.44
d1tqyb2	d1zbfa1	0.53	0.94	0.39
d1tqyb2	d2igia_	0.51	0.91	0.45
d1tqyb2	d3u3ga_	0.53	0.92	0.44
d1tqyb2	d1i39a_	0.49	0.92	0.35
d1tqyb2	d2fb5a1	0.58	0.95	0.26
d1tqyb2	d2qxfa_	0.56	0.90	0.25
d1tqyb2	d1ekea_	0.54	0.93	0.37
d1tqyb2	d1jl1a_	0.53	0.91	0.43
d1tqyb2	d1ddza2	0.53	0.91	0.27
d1tqyb2	d2bgga3	0.53	0.93	0.39
d1tqyb2	d1q8ia1	0.53	0.90	0.25
d1tqyb2	d4oo0a_	0.38	0.91	0.44
d1tqyb2	d2etja1	0.56	0.94	0.36
d1tqyb2	d4kb1a_	0.52	0.93	0.43
d1tqyb2	d5cz1a1	0.53	0.91	0.41
d1tqyb2	d2lsna1	0.51	0.92	0.29
d1tqyb2	d2amha1	0.36	0.93	0.45
d1tqyb2	d1u04a4	0.52	0.93	0.40
d1tqyb2	d3mxma_	0.50	0.93	0.32
d1tqyb2	d1v7ra_	0.40	0.90	0.31
d1tqyb2	d4jhca_	0.38	0.90	0.43
d4n7fa1	d1sh1a_	0.58	0.90	0.30
d4n7fa1	d1hyka_	0.59	0.91	0.35
d4n7fa1	d2nlsa_	0.60	0.93	0.32
d4n7fa1	d1ahla_	0.60	0.91	0.31
d4n7fa1	d1q3ja_	0.56	0.91	0.32
d4n7fa1	d1p8ba_	0.58	0.92	0.36
d4n7fa1	d2j4wd1	0.59	0.95	0.49
d4n7fa1	d2knia1	0.60	0.91	0.37
d4n7fa1	d1zuea1	0.59	0.90	0.22
d4n7fa1	d1kj6a_	0.60	0.93	0.27
d4n7fa1	d2hjqa2	0.52	0.91	0.24
d4n7fa1	d1vtxa_	0.59	0.91	0.34
d4n7fa1	d1c6wa_	0.58	0.92	0.32
d4n7fa1	d1e4ta_	0.59	0.92	0.35
d5xk6a1	d1gyta1	0.46	0.92	0.45
d5xk6a1	d1wf3a1	0.41	0.92	0.35
d5xk6a1	d1f6ba_	0.49	0.91	0.34
d5xk6a1	d2fg1a2	0.48	0.93	0.39
d5xk6a1	d4rkfa_	0.45	0.91	0.41
d5xk6a1	d1j2ia1	0.46	0.91	0.33
d5xk6a1	d3ewoa1	0.48	0.93	0.46
d5xk6a1	d2gj8a_	0.44	0.92	0.32
d5xk6a1	d3seaa_	0.43	0.90	0.39
d5xk6a1	d2vk8a3	0.57	0.91	0.42
d5xk6a1	d2iwra_	0.43	0.90	0.39
d5xk6a1	d1zunb3	0.41	0.90	0.42
d5xk6a1	d2dx6a_	0.46	0.92	0.45
d5xk6a1	d6hh2a_	0.44	0.91	0.42
d5xk6a1	d3ewra_	0.46	0.91	0.46
d5xk6a1	d1vhua_	0.44	0.91	0.48
d7bzkb_	d2trcp_	0.59	0.93	0.41
d1f56a_	d2j43a1	0.57	0.93	0.34
d1f56a_	d2iiaa_	0.44	0.91	0.40
d1f56a_	d3qvaa1	0.50	0.91	0.49
d1f56a_	d2j73a_	0.55	0.91	0.47
d1f56a_	d2j43a2	0.58	0.90	0.36
d1iwga5	d2q9qd2	0.60	0.91	0.25
d1iwga5	d2ge8a1	0.38	0.91	0.28
d1iwga5	d5epwa_	0.41	0.92	0.26
d3ivra1	d1eu1a2	0.47	0.92	0.24
d3ivra1	d1to6a_	0.51	0.90	0.28
d3ivra1	d1aa6a2	0.55	0.91	0.24
d3ivra1	d2jioa2	0.52	0.90	0.24
d3ivra1	d3iam33	0.55	0.91	0.27
d2a6aa1	d2glza1	0.43	0.93	0.32
d2a6aa1	d2gvia1	0.44	0.94	0.34
d2a6aa1	d6w7ja2	0.46	0.90	0.24
d2a6aa1	d1v95a1	0.45	0.90	0.46
d2a6aa1	d2f5tx2	0.44	0.91	0.35
d2a6aa1	d1v0wa2	0.59	0.92	0.25
d1so2a_	d1ca1a1	0.58	0.91	0.27
d4peoa_	d6sj5a_	0.58	0.91	0.43
d4peoa_	d7bl46_	0.54	0.92	0.46
d4peoa_	d1px5a2	0.53	0.94	0.25
d4peoa_	d7mqwa_	0.59	0.92	0.30
d4peoa_	d1k8kd1	0.56	0.99	0.35
d4peoa_	d5deca_	0.48	0.91	0.25
d4peoa_	d6ewza_	0.50	0.91	0.24
d4peoa_	d1vj7a2	0.53	0.90	0.28
d4peoa_	d1k8kf_	0.55	0.98	0.28
d4peoa_	d2hhpa2	0.50	0.92	0.24
d4peoa_	d3upsa_	0.55	0.95	0.43
d4peoa_	d3qu3a_	0.40	0.92	0.34
d4peoa_	d2oika1	0.59	0.93	0.30
d4peoa_	d7of0u_	0.53	0.93	0.46
d4peoa_	d3lb5a_	0.59	0.91	0.31
d4peoa_	d1k8kd2	0.58	0.97	0.31
d4peoa_	d4xq7a1	0.53	0.93	0.24
d1jy5a_	d1sx5a_	0.48	0.94	0.27
d3ja871	d1gm5a2	0.55	0.92	0.28
d1x61a2	d1pvma3	0.59	0.91	0.19
d1cmwa5	d3cnla_	0.58	0.91	0.32
d1v62a1	d4bpvk_	0.47	0.90	0.33
d2vh7a_	d1ykwa2	0.58	0.90	0.47
d5eyna_	d3kv1a_	0.59	0.90	0.38
d2l3oa_	d4q5qa2	0.37	0.90	0.28
d2l3oa_	d5xfta2	0.41	0.90	0.33
d2l3oa_	d4hoja2	0.40	0.90	0.33
d2l3oa_	d1j77a_	0.56	0.90	0.35
d2l3oa_	d2ex3b1	0.59	0.91	0.24
d2l3oa_	d1sk7a_	0.58	0.91	0.38
d2l3oa_	d3wd6a2	0.40	0.91	0.29
d2l3oa_	d3kwoa1	0.59	0.90	0.45
d2l3oa_	d3ir4a2	0.42	0.91	0.27
d2l3oa_	d1k0ma1	0.40	0.91	0.32
d2l3oa_	d5d9wa2	0.42	0.92	0.29
d2l3oa_	d1nhya1	0.40	0.93	0.27
d1wd5a_	d1saya2	0.59	0.90	0.41
d1zj9a2	d1uv7a_	0.57	0.92	0.34
d1vfha1	d1ti6b2	0.59	0.91	0.26
d1viga_	d2nrac1	0.50	0.91	0.30
d1viga_	d2asba3	0.59	0.94	0.49
d1viga_	d2nrac2	0.51	0.90	0.37
d1viga_	d1wh9a1	0.58	0.93	0.43
d1viga_	d1repc1	0.52	0.90	0.34
d1viga_	d1iw5a1	0.60	0.91	0.38
d1viga_	d3dnja_	0.49	0.90	0.48
d1viga_	d4yjma_	0.52	0.91	0.43
d1viga_	d1e3pa5	0.59	0.92	0.27
d1viga_	d3proc1	0.59	0.92	0.41
d1viga_	d3proc2	0.58	0.93	0.43
d1viga_	d1fjgc1	0.58	0.91	0.35
d1viga_	d1repc2	0.51	0.94	0.38
d1ueda_	d3h1da1	0.59	0.91	0.26
d1ueda_	d1e7ua4	0.57	0.92	0.26
d1ueda_	d2btva_	0.52	0.92	0.17
d1ueda_	d6jx5a_	0.59	0.92	0.27
d1ueda_	d4jspa1	0.58	0.92	0.28
d1ueda_	d3ihya1	0.55	0.92	0.25
d1ueda_	d1uf2a_	0.48	0.90	0.15
d1ueda_	d3er9b_	0.55	0.93	0.29
d1ueda_	d1k4ta2	0.43	0.90	0.23
d1ueda_	d3ilwa_	0.47	0.90	0.27
d3iam9_	d1qaua_	0.55	0.91	0.26
d1tfia_	d5nw3a_	0.54	0.90	0.30
d1tfia_	d1k3xa3	0.59	0.91	0.37
d1tfia_	d2cona1	0.58	0.92	0.41
d1tfia_	d1dx8a_	0.53	0.91	0.23
d1tfia_	d2ms3a_	0.54	0.91	0.29
d1tfia_	d1yuza2	0.58	0.90	0.45
d1tfia_	d1lkoa2	0.56	0.93	0.45
d3peya1	d1gs5a_	0.38	0.91	0.36
d3peya1	d7nloa_	0.38	0.92	0.33
d3peya1	d2j0wa1	0.37	0.94	0.29
d3peya1	d2akoa1	0.40	0.94	0.40
d3peya1	d2brxa1	0.38	0.93	0.45
d3peya1	d4a7wa_	0.38	0.93	0.41
d3peya1	d2w21a_	0.40	0.92	0.37
d3peya1	d3c20a1	0.38	0.95	0.30
d3peya1	d2cdqa1	0.38	0.94	0.27
d3peya1	d2j4ja_	0.39	0.92	0.39
d3peya1	d1o97c_	0.58	0.90	0.33
d3peya1	d3zzha_	0.38	0.95	0.34
d3peya1	d1e19a_	0.39	0.92	0.31
d3peya1	d2va1a_	0.39	0.94	0.39
d5n9va1	d1jh3a_	0.59	0.91	0.43
d4noga_	d1peqa2	0.49	0.91	0.25
d3proc2	d1we8a1	0.56	0.93	0.38
d3proc2	d2nn6h3	0.57	0.90	0.26
d3proc2	d2ctja1	0.58	0.92	0.41
d3proc2	d2mjha_	0.59	0.94	0.21
d3proc2	d2ctma1	0.57	0.91	0.41
d3proc2	d2ctla1	0.58	0.91	0.43
d3proc2	d2ctfa1	0.59	0.94	0.40
d3proc2	d1viga_	0.58	0.93	0.43
d3proc2	d2anra2	0.57	0.90	0.45
d3proc2	d6y2ca_	0.55	0.91	0.45
d3proc2	d1j26a1	0.54	0.91	0.24
d3proc2	d1tuaa1	0.57	0.91	0.40
d3proc2	d1dtja_	0.58	0.92	0.44
d3proc2	d1zzka2	0.55	0.93	0.44
d3proc2	d2cpqa1	0.59	0.90	0.46
d3proc2	d2anra1	0.56	0.92	0.44
d3proc2	d2ja9a2	0.57	0.93	0.38
d4jysa_	d2hgaa1	0.55	0.90	0.26
d5ij6a2	d1r7la1	0.47	0.92	0.28
d5ij6a2	d2mhja1	0.50	0.92	0.41
d5ij6a2	d6j09a1	0.49	0.92	0.39
d5ij6a2	d6j09a3	0.47	0.94	0.39
d5ij6a2	d3otaa1	0.41	0.90	0.33
d5ij6a2	d6j09a4	0.49	0.94	0.42
d5ij6a2	d2qdfa2	0.48	0.93	0.39
d5ij6a2	d4xgab2	0.50	0.93	0.41
d5ij6a2	d2qdfa1	0.50	0.93	0.41
d5ij6a2	d2ia7a1	0.39	0.98	0.36
d5ij6a2	d2hc5a1	0.57	0.91	0.31
d5ij6a2	d4xgab1	0.48	0.93	0.39
d5ij6a2	d6j09a2	0.48	0.93	0.41
d5ij6a2	d3hqja_	0.39	0.90	0.33
d2fh5a1	d3nhqa3	0.56	0.92	0.30
d2fh5a1	d3c8ca1	0.58	0.90	0.35
d2fh5a1	d1p0za1	0.53	0.94	0.48
d2fh5a1	d6py3a_	0.54	0.91	0.36
d1vkra_	d1w41a1	0.55	0.91	0.42
d1vkra_	d1dt9a2	0.56	0.90	0.34
d1vkra_	d1ra4a_	0.57	0.90	0.36
d1vkra_	d1t0kb_	0.54	0.91	0.44
d3rkpa3	d6jz2a2	0.55	0.91	0.50
d3rkpa3	d3r8qa1	0.58	0.90	0.48
d3rkpa3	d1x5ya1	0.58	0.90	0.49
d3rkpa3	d5fjqa_	0.58	0.90	0.31
d3rkpa3	d2j01v1	0.56	0.91	0.36
d3rkpa3	d3cu7a6	0.57	0.91	0.45
d3rkpa3	d1eerb2	0.60	0.90	0.46
d3rkpa3	d2oxga_	0.58	0.91	0.44
d3rkpa3	d2edya1	0.58	0.91	0.49
d3rkpa3	d1iarb2	0.58	0.90	0.47
d3rkpa3	d2cuia1	0.57	0.91	0.50
d3rkpa3	d4eq3a1	0.58	0.90	0.49
d3rkpa3	d6r2wt2	0.57	0.92	0.49
d3rkpa3	d4gs7b2	0.59	0.92	0.48
d3rkpa3	d3r8qa2	0.59	0.90	0.49
d3rkpa3	d3lpwa2	0.57	0.91	0.49
d4hzra_	d1q8ia2	0.60	0.91	0.24
d1rp3b_	d2d7la1	0.60	0.91	0.26
d1rp3b_	d2ctoa1	0.58	0.91	0.31
d1rp3b_	d7jjka_	0.55	0.90	0.32
d1rp3b_	d1v64a1	0.57	0.92	0.29
d1rp3b_	d1ckta_	0.56	0.91	0.30
d2jafa_	d2o8pa1	0.57	0.91	0.38
d1gqia1	d1r9da_	0.44	0.91	0.24
d1gqia1	d6xs4a_	0.43	0.90	0.24
d3mmia_	d1wera_	0.59	0.94	0.33
d3cx5a1	d1t4ba2	0.59	0.90	0.27
d2qn6b_	d1ib8a2	0.43	0.90	0.49
d2qn6b_	d1fjgj_	0.52	0.92	0.45
d2qn6b_	d1twfc1	0.44	0.96	0.41
d2qn6b_	d4c2mc1	0.45	0.97	0.34
d1o9ia_	d1alua_	0.58	0.90	0.41
d1o9ia_	d1lkia_	0.58	0.91	0.44
d1o9ia_	d1q4ga1	0.44	0.90	0.19
d2f5ga_	d1p9ya_	0.51	0.91	0.35
d2f5ga_	d1bdfa1	0.54	0.92	0.49
d2gysa4	d3rkpa1	0.59	0.91	0.49
d1iv3a_	d3lx3a_	0.57	0.90	0.33
d1iv3a_	d1ueka1	0.50	0.90	0.36
d1iv3a_	d2cz9a1	0.51	0.91	0.29
d1iv3a_	d1kkha1	0.51	0.92	0.31
d1whra1	d7d34a1	0.22	0.93	0.37
d1whra1	d1ctfa_	0.27	0.93	0.40
d1whra1	d4yjma_	0.23	0.91	0.37
d1whra1	d1vq8w1	0.43	0.91	0.25
d3cvba_	d2j43a1	0.59	0.93	0.45
d3cvba_	d2g2na_	0.52	0.90	0.50
d3cvba_	d2iiaa_	0.39	0.93	0.44
d3cvba_	d3qvaa1	0.53	0.93	0.44
d3cvba_	d4q14a_	0.51	0.92	0.48
d3cvba_	d2j73a_	0.58	0.91	0.49
d3cvba_	d4ywaa_	0.37	0.92	0.36
d1kcgc_	d1j3wa_	0.50	0.90	0.29
d1kcgc_	d3l7ha_	0.49	0.90	0.35
d1jmca2	d1gm5a2	0.57	0.92	0.43
d3j9ta4	d3w2wa2	0.51	0.90	0.26
d3j9ta4	d1joga_	0.50	0.90	0.31
d3j9ta4	d6un8a2	0.58	0.91	0.32
d3j9ta4	d4uw2a4	0.50	0.90	0.24
d3j9ta4	d2hmza_	0.58	0.94	0.35
d3j9ta4	d6rzya1	0.59	0.90	0.27
d2j73a_	d1sddb2	0.57	0.91	0.42
d2j73a_	d4n2ka1	0.54	0.91	0.46
d2j73a_	d1aoza1	0.54	0.91	0.44
d2j73a_	d1kbva2	0.58	0.91	0.40
d2j73a_	d2cala_	0.55	0.91	0.40
d2j73a_	d2iiaa_	0.52	0.91	0.45
d2j73a_	d1sdda2	0.56	0.91	0.36
d2j73a_	d1aoza2	0.58	0.91	0.30
d2j73a_	d1f56a_	0.55	0.91	0.46
d2j73a_	d3cvba_	0.58	0.91	0.43
d2j73a_	d5n0ka1	0.58	0.90	0.33
d2j73a_	d2bw4a2	0.57	0.91	0.34
d2j73a_	d5n0ka3	0.57	0.91	0.24
d2j73a_	d6rw7a1	0.52	0.91	0.32
d2j73a_	d4e9sa1	0.59	0.90	0.41
d1f20a2	d5jsqa_	0.57	0.90	0.47
d1f20a2	d1reqb2	0.51	0.91	0.47
d1f20a2	d3cg4a_	0.56	0.92	0.37
d1f20a2	d5i4ca_	0.58	0.91	0.34
d1f20a2	d1g2qa_	0.58	0.91	0.43
d1f20a2	d3kyjb1	0.57	0.94	0.47
d1f20a2	d3i9la_	0.54	0.91	0.27
d1f20a2	d3cfya1	0.58	0.91	0.50
d1f20a2	d2dy0a_	0.58	0.90	0.34
d1f20a2	d1p9la1	0.54	0.92	0.50
d1f20a2	d1xrsb1	0.50	0.91	0.48
d1f20a2	d3zhoa_	0.45	0.91	0.39
d1f20a2	d1ecfa1	0.55	0.91	0.28
d1f20a2	d2f62a2	0.51	0.93	0.38
d1f20a2	d2b4aa1	0.57	0.91	0.50
d1f20a2	d1l1qa1	0.56	0.93	0.46
d1f20a2	d3eula_	0.60	0.91	0.49
d1f20a2	d3f6ya_	0.56	0.93	0.30
d1f20a2	d1gdha2	0.47	0.91	0.47
d1f20a2	d6nfea1	0.59	0.90	0.37
d1f20a2	d2j67a_	0.54	0.93	0.48
d1f20a2	d6evsa_	0.51	0.92	0.39
d1f20a2	d5tqja_	0.59	0.93	0.49
d1f20a2	d1reqa2	0.53	0.93	0.48
d1f20a2	d2egha2	0.57	0.92	0.50
d1f20a2	d1rlja1	0.56	0.91	0.48
d1f20a2	d1dcfa_	0.60	0.90	0.49
d1f20a2	d7b73a1	0.54	0.91	0.34
d1f20a2	d3h5ia_	0.56	0.92	0.49
d1f20a2	d1isia_	0.56	0.91	0.27
d1f20a2	d4fgla_	0.46	0.92	0.44
d1f20a2	d5voga1	0.58	0.90	0.46
d1f20a2	d3q15c_	0.60	0.92	0.49
d3dg3a1	d1ybba_	0.55	0.91	0.43
d3dg3a1	d1vq8r1	0.50	0.97	0.44
d1sqwa1	d1gmua1	0.55	0.91	0.32
d1sqwa1	d1eara1	0.52	0.91	0.33
d4cbug_	d2npta1	0.51	0.90	0.28
d4cbug_	d1a3xa3	0.54	0.91	0.29
d4cbug_	d1e0ta3	0.54	0.92	0.30
d4cbug_	d2g50a3	0.55	0.93	0.30
d4cbug_	d3hqna3	0.55	0.91	0.29
d6aqga1	d1gm5a2	0.53	0.92	0.41
d2bdta1	d6byfa1	0.59	0.90	0.38
d4ky9a_	d2cnqa_	0.58	0.91	0.28
d3ftba_	d1peqa2	0.52	0.91	0.23
d3uf2a_	d1kyqa2	0.37	0.91	0.27
d3uf2a_	d4hoja2	0.38	0.90	0.29
d3uf2a_	d2ex3b1	0.53	0.90	0.28
d3uf2a_	d5d9wa2	0.40	0.90	0.29
d3uf2a_	d1nhya1	0.37	0.92	0.34
d2if1a1	d1ueka2	0.55	0.91	0.33
d2if1a1	d5m1ea2	0.52	0.91	0.27
d3l4ya1	d1mkfa_	0.51	0.91	0.23
d3l4ya1	d3eoja_	0.58	0.91	0.26
d3deoa1	d3h9va1	0.56	0.92	0.36
d3deoa1	d4he7a_	0.53	0.90	0.34
d1yvwa1	d1a32a_	0.51	0.94	0.41
d1yvwa1	d1n81a_	0.52	0.91	0.31
d1u8sa2	d1twfc1	0.58	0.90	0.41
d1htjf_	d1cipa1	0.55	0.93	0.37
d1htjf_	d3wctd_	0.55	0.91	0.31
d1htjf_	d2pv7a1	0.48	0.92	0.27
d1htjf_	d2zs0b_	0.53	0.91	0.28
d1htjf_	d1x9fd_	0.56	0.90	0.29
d1htjf_	d1evya1	0.55	0.91	0.31
d1htjf_	d3wfwa1	0.57	0.91	0.27
d1htjf_	d1bg6a1	0.56	0.90	0.29
d1htjf_	d1azta1	0.54	0.93	0.35
d1htjf_	d2wtga_	0.54	0.90	0.32
d1htjf_	d1zcba1	0.53	0.91	0.38
d1htjf_	d1asha_	0.54	0.91	0.33
d1eerb2	d3rkpa3	0.60	0.90	0.49
d6xp1a1	d2ahua2	0.58	0.94	0.34
d2oxga_	d3rkpa1	0.56	0.91	0.46
d2oxga_	d3rkpa3	0.58	0.91	0.40
d1kfwa2	d1z1aa1	0.58	0.93	0.24
d1kfwa2	d2hf1a1	0.37	0.94	0.36
d1kfwa2	d1m2oa5	0.47	0.91	0.32
d1kfwa2	d5ax2a_	0.50	0.93	0.37
d1kfwa2	d2hnua_	0.51	0.94	0.29
d1kfwa2	d2jr7a1	0.48	0.96	0.34
d2p3ha1	d5troa1	0.44	0.92	0.26
d2p3ha1	d3equa1	0.43	0.90	0.29
d2p3ha1	d1pyya3	0.46	0.90	0.23
d2p3ha1	d4ovda1	0.41	0.94	0.31
d2kvka1	d2npta1	0.54	0.92	0.33
d2kvka1	d1a3xa3	0.53	0.90	0.32
d2kvka1	d3cmia_	0.58	0.92	0.34
d2kvka1	d1pqsa_	0.58	0.90	0.21
d2kvka1	d1e0ta3	0.53	0.92	0.32
d2kvka1	d2g50a3	0.53	0.92	0.31
d2kvka1	d3hqna3	0.55	0.91	0.33
d5mwza_	d2c0ga1	0.55	0.93	0.36
d1gtta2	d2guja1	0.50	0.91	0.25
d2fvga1	d1v5va1	0.54	0.95	0.45
d2fvga1	d1wosa1	0.57	0.95	0.48
d2fvga1	d2pp6a1	0.42	0.97	0.47
d2fvga1	d1wyja1	0.53	0.91	0.36
d2fvga1	d2kx4a_	0.46	0.95	0.33
d2fvga1	d2gmqa1	0.49	0.93	0.45
d2fvga1	d1wuza_	0.51	0.91	0.37
d2fvga1	d1vloa1	0.53	0.95	0.43
d2cpha1	d1uv7a_	0.42	0.93	0.49
d3feyb_	d1uv7a_	0.43	0.91	0.49
d4xcha_	d1id0a_	0.58	0.96	0.34
d4xcha_	d2hkea2	0.41	0.92	0.32
d4xcha_	d6xr5a2	0.45	0.93	0.33
d2j01n1	d2i1oa1	0.53	0.91	0.25
d2j01n1	d4eada3	0.49	0.93	0.26
d2j01n1	d1o4ua2	0.55	0.90	0.31
d2j01n1	d3h5qa3	0.46	0.93	0.24
d2j01n1	d1qpoa2	0.51	0.90	0.32
d2j01n1	d2b7na1	0.56	0.91	0.31
d2j01n1	d1uoua3	0.47	0.91	0.26
d2j01n1	d3l0ga1	0.57	0.92	0.31
d1e88a3	d1vzia2	0.57	0.94	0.41
d5axwa1	d3f5va_	0.37	0.90	0.26
d5axwa1	d1ukfa1	0.40	0.93	0.28
d5axwa1	d1xd3a_	0.35	0.94	0.29
d5axwa1	d4i6na1	0.37	0.94	0.29
d5axwa1	d6thoa1	0.44	0.91	0.26
d5axwa1	d2wdta_	0.34	0.93	0.26
d5axwa1	d1cv8a_	0.36	0.91	0.22
d5axwa1	d1cmxa_	0.35	0.93	0.30
d2pvqa2	d3s9da_	0.40	0.91	0.34
d2pvqa2	d1jr3a1	0.58	0.92	0.32
d2pvqa2	d1au1a_	0.42	0.92	0.38
d2pvqa2	d2l3ya_	0.37	0.90	0.30
d2pvqa2	d1lqsl_	0.46	0.90	0.29
d2pvqa2	d3besl_	0.45	0.95	0.35
d2pvqa2	d3q1si_	0.47	0.92	0.35
d1kmma1	d3djcc2	0.42	0.92	0.42
d1kmma1	d2nrha2	0.43	0.93	0.34
d1kmma1	d3zeua2	0.43	0.92	0.30
d1kmma1	d3gwaa2	0.52	0.90	0.38
d1kmma1	d1pd0a4	0.42	0.92	0.31
d1kmma1	d1zowa2	0.53	0.91	0.40
d1kmma1	d2gvia1	0.53	0.90	0.25
d1kmma1	d4htla2	0.40	0.90	0.37
d1kmma1	d4yuca2	0.54	0.92	0.39
d1kmma1	d2a1ia1	0.46	0.90	0.43
d1kmma1	d2fxua2	0.41	0.91	0.31
d1kmma1	d2hoea2	0.41	0.91	0.37
d1kmma1	d4czga1	0.42	0.90	0.42
d1kmma1	d2vgna2	0.41	0.91	0.49
d1kmma1	d1dt9a1	0.43	0.92	0.49
d1kmma1	d2f9wa1	0.43	0.94	0.31
d1kmma1	d3bexa2	0.43	0.92	0.32
d1kmma1	d4af1a2	0.44	0.92	0.47
d1kmma1	d4a2ba2	0.40	0.90	0.36
d1kmma1	d3djca1	0.43	0.94	0.49
d1kmma1	d5tkwa2	0.44	0.92	0.48
d1kmma1	d2f9wa2	0.44	0.91	0.49
d1kmma1	d3bexa1	0.42	0.93	0.49
d1kmma1	d6pe6a2	0.41	0.92	0.33
d1kmma1	d1huxa_	0.43	0.92	0.27
d1kmma1	d4jaqa2	0.52	0.90	0.45
d1kmma1	d2nrha1	0.42	0.93	0.43
d1kmma1	d1zc6a2	0.42	0.91	0.32
d1kmma1	d1u6ea2	0.54	0.90	0.41
d1kmma1	d7bvza1	0.42	0.91	0.43
d1kmma1	d1hnja2	0.54	0.91	0.42
d1kmma1	d7bvza2	0.42	0.91	0.36
d1kmma1	d1zc6a1	0.42	0.91	0.44
d1kmma1	d2h3gx2	0.42	0.93	0.43
d1kmma1	d5jica1	0.44	0.93	0.28
d1kmma1	d1woqa2	0.41	0.93	0.45
d1kmma1	d6q27a2	0.40	0.91	0.37
d1kmma1	d4efia2	0.50	0.91	0.35
d2z0da1	d3nvvc2	0.53	0.91	0.20
d2z0da1	d4ikca1	0.58	0.91	0.32
d2z0da1	d4az1a_	0.58	0.91	0.32
d2z0da1	d1tkia_	0.53	0.92	0.31
d2z0da1	d4oo8a1	0.52	0.90	0.30
d2z0da1	d4m1ua_	0.55	0.91	0.29
d6rvqa1	d2g8la1	0.58	0.91	0.40
d3hlxa1	d1evsa_	0.51	0.92	0.47
d3hlxa1	d1lqsl_	0.46	0.93	0.33
d2d48a_	d2ex3b1	0.52	0.92	0.25
d2d48a_	d3ir4a2	0.42	0.90	0.29
d2d48a_	d1nhya1	0.40	0.92	0.29
d1niga_	d2p1aa1	0.56	0.94	0.37
d1niga_	d2hkva1	0.59	0.94	0.36
d1niga_	d1rxqa_	0.50	0.93	0.36
d3b82a1	d1gs5a_	0.34	0.91	0.39
d3b82a1	d7nloa_	0.32	0.91	0.28
d3b82a1	d2j0wa1	0.32	0.91	0.30
d3b82a1	d1vkma1	0.57	0.90	0.36
d3b82a1	d4fega3	0.56	0.90	0.33
d3b82a1	d2brxa1	0.32	0.92	0.35
d3b82a1	d4a7wa_	0.33	0.92	0.35
d3b82a1	d3c20a1	0.32	0.92	0.29
d3b82a1	d2cdqa1	0.33	0.92	0.38
d3b82a1	d1ozha3	0.58	0.91	0.30
d3b82a1	d2j4ja_	0.33	0.90	0.35
d3b82a1	d1ovma3	0.57	0.90	0.30
d3b82a1	d2vk8a3	0.57	0.91	0.30
d3b82a1	d2c42a2	0.55	0.91	0.30
d3b82a1	d3zzha_	0.33	0.92	0.38
d3b82a1	d1e19a_	0.34	0.92	0.41
d3b82a1	d2va1a_	0.34	0.91	0.31
d3b82a1	d1jsca3	0.56	0.90	0.32
